OPEN,HIGH,LOW,CLOSE,Volume,Dividends,Stock Splits,CODES,DATES,POSITIONS,COST,ASSETS,PERCENTAGE
48.2900,49.4200,48.2500,49.2100,85940600,0.0000,0,QQQ,2011-09-23,300.0000,15312.0000,14487.0000,0.9461
49.4600,49.8800,48.3600,49.7900,96261400,0.0000,0,QQQ,2011-09-26,310.0000,15806.6000,15332.6000,0.9700
50.6300,51.0800,49.9700,50.3000,81148600,0.0000,0,QQQ,2011-09-27,310.0000,15806.6000,15695.3000,0.9930
50.5200,50.8700,49.4400,49.5600,76757100,0.0000,0,QQQ,2011-09-28,310.0000,15806.6000,15661.2000,0.9908
50.3100,50.3800,48.1400,48.9700,116900200,0.0000,0,QQQ,2011-09-29,310.0000,15806.6000,15596.1000,0.9867
48.3100,48.7200,47.6800,47.7100,104870100,0.0000,0,QQQ,2011-09-30,310.0000,15806.6000,14976.1000,0.9475
47.2800,48.0300,46.4500,46.4800,99149500,0.0000,0,QQQ,2011-10-03,320.0000,16279.4000,15129.6000,0.9294
46.0100,47.5200,45.5300,47.4300,137013700,0.0000,0,QQQ,2011-10-04,320.0000,16279.4000,14723.2000,0.9044
47.3100,48.7900,46.9500,48.6500,108825700,0.0000,0,QQQ,2011-10-05,320.0000,16279.4000,15139.2000,0.9300
48.5900,49.4800,48.3600,49.4700,71939200,0.0000,0,QQQ,2011-10-06,320.0000,16279.4000,15548.8000,0.9551
49.4400,49.6800,48.8200,49.1400,72525200,0.0000,0,QQQ,2011-10-07,320.0000,16279.4000,15820.8000,0.9718
49.9800,50.8400,49.8900,50.8400,48230200,0.0000,0,QQQ,2011-10-10,330.0000,16779.2000,16493.4000,0.9830
50.7000,51.3100,50.6200,51.1900,66449100,0.0000,0,QQQ,2011-10-11,330.0000,16779.2000,16731.0000,0.9971
51.6800,52.0100,51.4000,51.4400,85627600,0.0000,0,QQQ,2011-10-12,330.0000,16779.2000,17054.4000,1.0164
51.3400,51.9800,51.2900,51.9100,63443700,0.0000,0,QQQ,2011-10-13,330.0000,16779.2000,16942.2000,1.0097
52.5500,52.8900,52.2700,52.8800,65643600,0.0000,0,QQQ,2011-10-14,330.0000,16779.2000,17341.5000,1.0335
52.6300,52.7900,51.7800,52.0600,65161300,0.0000,0,QQQ,2011-10-17,340.0000,17305.5000,17894.2000,1.0340
51.9800,52.9800,51.5000,52.7000,91434600,0.0000,0,QQQ,2011-10-18,340.0000,17305.5000,17673.2000,1.0212
52.4100,52.5800,51.5100,51.6900,67639400,0.0000,0,QQQ,2011-10-19,340.0000,17305.5000,17819.4000,1.0297
51.6800,51.7300,50.7000,51.4300,80378300,0.0000,0,QQQ,2011-10-20,340.0000,17305.5000,17571.2000,1.0154
51.9800,52.4000,51.6000,52.0800,60455800,0.0000,0,QQQ,2011-10-21,340.0000,17305.5000,17673.2000,1.0212
52.2700,53.3000,52.0900,53.1600,61449500,0.0000,0,QQQ,2011-10-24,350.0000,17828.2000,18294.5000,1.0262
52.9900,53.0000,52.0000,52.1100,65299200,0.0000,0,QQQ,2011-10-25,350.0000,17828.2000,18546.5000,1.0403
52.4000,52.5100,51.0900,52.0500,98193800,0.0000,0,QQQ,2011-10-26,350.0000,17828.2000,18340.0000,1.0287
53.2900,53.8000,52.7400,53.4900,104455500,0.0000,0,QQQ,2011-10-27,350.0000,17828.2000,18651.5000,1.0462
53.1900,53.6300,53.1700,53.5700,42950000,0.0000,0,QQQ,2011-10-28,350.0000,17828.2000,18616.5000,1.0442
53.1000,53.2900,52.6300,52.6700,60520200,0.0000,0,QQQ,2011-10-31,360.0000,18359.2000,19116.0000,1.0412
51.3700,52.6300,51.0000,51.3000,99933000,0.0000,0,QQQ,2011-11-01,360.0000,18359.2000,18493.2000,1.0073
51.8300,51.9500,51.2400,51.7300,65003800,0.0000,0,QQQ,2011-11-02,360.0000,18359.2000,18658.8000,1.0163
52.1400,52.8800,51.5400,52.8000,78994200,0.0000,0,QQQ,2011-11-03,360.0000,18359.2000,18770.4000,1.0224
52.5500,52.7600,52.0000,52.5300,61527800,0.0000,0,QQQ,2011-11-04,360.0000,18359.2000,18918.0000,1.0304
52.4900,52.9400,51.9600,52.9000,65559000,0.0000,0,QQQ,2011-11-07,370.0000,18884.1000,19421.3000,1.0284
53.2900,53.6000,52.6900,53.5100,62906900,0.0000,0,QQQ,2011-11-08,370.0000,18884.1000,19717.3000,1.0441
52.4800,52.5600,51.4700,51.6300,69539000,0.0000,0,QQQ,2011-11-09,370.0000,18884.1000,19417.6000,1.0283
52.1400,52.1900,51.1000,51.6000,66052400,0.0000,0,QQQ,2011-11-10,370.0000,18884.1000,19291.8000,1.0216
52.0500,52.7300,51.9900,52.5800,54471000,0.0000,0,QQQ,2011-11-11,370.0000,18884.1000,19258.5000,1.0198
52.4300,52.7200,52.0600,52.2500,44617600,0.0000,0,QQQ,2011-11-14,380.0000,19408.4000,19923.4000,1.0265
52.0900,53.0400,52.0400,52.8300,52203900,0.0000,0,QQQ,2011-11-15,380.0000,19408.4000,19794.2000,1.0199
52.4500,52.8600,51.8600,51.9600,68342800,0.0000,0,QQQ,2011-11-16,380.0000,19408.4000,19931.0000,1.0269
51.8200,51.8400,50.4200,50.7400,101706900,0.0000,0,QQQ,2011-11-17,380.0000,19408.4000,19691.6000,1.0146
50.7500,50.8000,50.2600,50.3500,60417000,0.0000,0,QQQ,2011-11-18,380.0000,19408.4000,19285.0000,0.9936
49.6700,49.7400,48.8800,49.3900,52283700,0.0000,0,QQQ,2011-11-21,390.0000,19905.1000,19371.3000,0.9732
49.2600,49.7000,48.9600,49.5500,51940100,0.0000,0,QQQ,2011-11-22,390.0000,19905.1000,19211.4000,0.9651
