Open,High,Low,Close,Volume,Date,POSITIONS,COST,ASSETS,PERCENTAGE
138.52,140.2,134.92,135.32,301237,2018-05-01,90.0,11137.680000000002,12466.800000000001,1.1193354450837156
134.72,135.04,130.48,134.44,242652,2018-05-02,90.0,11137.680000000002,12124.8,1.0886288706445146
137.2,145.28,135.76,137.08,412615,2018-05-03,90.0,11137.680000000002,12347.999999999998,1.108668950804835
138.88,140.16,132.12,132.8,228457,2018-05-04,90.0,11137.680000000002,12499.199999999999,1.1222444889779557
132.08,133.4,130.56,131.96,169334,2018-05-07,93.0,11533.920000000002,12283.44,1.06498397769362
133.08,134.24,131.16,131.56,216237,2018-05-08,93.0,11533.920000000002,12376.44,1.0730471513587747
130.44,130.96,126.08,126.08,268304,2018-05-09,93.0,11533.920000000002,12130.92,1.0517603728827665
125.32,125.32,119.48,120.44,219991,2018-05-10,93.0,11533.920000000002,11654.76,1.010476923717175
120.48,121.68,118.36,118.48,254729,2018-05-11,93.0,11533.920000000002,11204.640000000001,0.9714511631778268
117.08,117.36,114.08,114.56,303164,2018-05-14,97.0,12002.240000000002,11356.76,0.946220038926067
119.2,124.44,118.8,122.68,492751,2018-05-15,97.0,12002.240000000002,11562.4,0.9633535073452953
120.8,120.92,117.56,118.28,278948,2018-05-16,97.0,12002.240000000002,11717.6,0.9762844269069773
117.84,119.32,114.88,115.24,274340,2018-05-17,97.0,12002.240000000002,11430.48,0.9523622257178659
116.6,118.72,115.68,116.76,248321,2018-05-18,97.0,12002.240000000002,11310.199999999999,0.9423407630575624
112.44,114.32,110.6,113.08,292177,2018-05-21,101.0,12452.000000000002,11356.44,0.9120173466109861
112.04,114.64,111.68,114.44,222158,2018-05-22,101.0,12452.000000000002,11316.04,0.9087728878894956
117.8,119.4,111.8,112.36,261556,2018-05-23,101.0,12452.000000000002,11897.8,0.955493093478959
112.8,117.76,111.2,111.72,427724,2018-05-24,101.0,12452.000000000002,11392.8,0.9149373594603275
113.44,114.2,111.0,113.16,254483,2018-05-25,101.0,12452.000000000002,11457.44,0.9201284934147124
118.4,130.64,115.92,126.84,762448,2018-05-29,101.0,12452.000000000002,11958.400000000001,0.960359781561195
